Review_Date,Reviewer_Nationality,negative,positive,score
25/06/2022, Australia , We had a double bed The other two rooms had king, Closeness to train station Restaurant was good staff were goid,7.5
25/06/2022, United Kingdom , Room too small and could benefit from improved soundproof walls We couldn t sleep at night due to customers shouting and vomiting in the next room , Good location for popular tourist attractions and transports,6.3
25/06/2022, Switzerland , Size of the bed, The concept open kitchen very Y generation,7.9
25/06/2022, Switzerland ,No Negative, Staff Front desk Restaurant etc very useful and polite We appreciated very much the room upgrade proposed at our arrival King room was very clean and the bed was one of the most confortable ever Sleep quality guaranteed Breakfast was excellent quality and diversity Public transportation just a few minutes away For sure a place to return ,10
25/06/2022, United Kingdom , No bath Wifi is very very poor very slow ,No Positive,7.1
25/06/2022, United Kingdom , The cooked breakfast could have been a little hotter, The staff were very friendly and it was close to were we wanted go to the theatres train station,10
25/06/2022, United Kingdom ,No Negative, Nice location in general although the view to the buildings opposite is not so attractive Gardens are lovely by the palace,9.6
24/06/2022, United Kingdom ,No Negative, Confortable clean and convenient efficient and friendly staff ,8.8
24/06/2022, Australia , Although for us it s a nice walk to centre some may think it is a little out However tram stops are right outside Not really a dislike for us but could be for some , Very comfortable Good choice of food Large room,9.2
24/06/2022, United Kingdom , The view from the hotel but that s not something the hotel can control I guess , Free cookies on arrival and service was great from front desk Checkout time reasonable too ,7.5
24/06/2022, Jersey , The staff were pretty bad Very vacant check in staff I had to wait at the reception for ten minutes before I was dealt with Not an ideal welcome Check out was worse The girls attitude verged on rude Very tired hotel Needs a major overhaul , Location,5
24/06/2022, United Kingdom , Air con noisey, the staff especially breakfast staff were very friendly and helpful Breakfast was very good Bed comfortable The hotel was immaculately clean Great location for our hyde park concert,9.2
24/06/2022, Switzerland , Nothing to dislike at all, Everything Great location Great rooms Vibe Restaurant and bar area was fabulous,10
24/06/2022, United Kingdom ,No Negative, Staff rooms,9.2
24/06/2022, United States of America , Size of room, Concierge Very helpful,9.2
24/06/2022, United States of America , very poor concierge, easy access to parking place but very expensive ,7.5
23/06/2022, United Kingdom , Room was one of the smallest i have stayed in the bathroom was tiny more like a cloak room There was a unpleasant smell from the bathroom that was reported all that appeared to happen was that they took the self closer off the door and opened a window while we were out The wife knocked off a decrotive panel under the window which exposed a very dirty radiator hadn t been cleaned for some considerable time , Only about 100m from the local tube station Ealing Common Very nice and courteous staff Coffee maker in the room,4.6
23/06/2022, United Kingdom , Would like free wfi as norm in many hotels, All staff exceptional location second to none,9.6
23/06/2022, United Kingdom , We had initially booked a classic bedroom but only to find out when we arrived that the room was very very small for even 2 people too pricey for classic bedrooom We had to pay extra to upgrade for a superior room of a decent size If I had known the size of the classic bedroom I wouldn t have booked it at all The photos of the classic bedroom you find here is not realistic I was really disappointed The other issue was the hotel is undergoing renovation and we weren t informed about this There is no breakfast room available Our total price for the 3 nights stay was 700 Euros which is too pricey for this hotel , Had booked classic double room which is really really small and not worth the price that we paid 296 300 Euro roughly for 2 nights We had to move to superior bedroom at our own cost 14 euro extra per night the bed is comfortable modern and facilities in the room is excellent The hotel is centrally located with easy access to Metro I would again request the hotel management staff to put realistic picture of classic double room and please please inform the guests well ahead about any renovation work that is going on in your hotel This would atleast set the expectation We were really disappinted when we entered our room and had to immediately pay for an upgrade ,7.1
23/06/2022, United Kingdom ,No Negative, Staff location view and food all excellent Room amazing,10
23/06/2022, United Kingdom , Very basic, Location,6.7
22/06/2022, Oman , Bed was hard rooms were slightly small but to be expected in Paris Try to take a room away from the lift as it can be a bit noisy when the door opens and closes Wish the AC was cooling as a few nights it was slightly warm and it got a bit noisy when the window was open , Location was amazing we walked all over the place plus loads of cafes and supermarkets around the hotel wifi strength was good staff were super nice breakfast was good and fresh I only wish they had an egg station The complementary nespresso and macarons was a nice touch ,7.5
